hour,lead_time_hours,variable,models_reporting,providers_reporting,model_spread,provider_spread
2026-08-08T17:00,137,swell_wave_direction,4,3,67.00,66.00
2026-08-08T18:00,138,swell_wave_height,4,3,0.50,0.49
2026-08-08T18:00,138,swell_wave_period,4,3,3.45,3.43
2026-08-08T18:00,138,swell_wave_direction,4,3,67.00,66.50
2026-08-08T19:00,139,swell_wave_height,4,3,0.50,0.49
2026-08-08T19:00,139,swell_wave_period,4,3,3.35,3.35
2026-08-08T19:00,139,swell_wave_direction,4,3,67.00,66.00
2026-08-08T20:00,140,swell_wave_height,4,3,0.50,0.49
2026-08-08T20:00,140,swell_wave_period,4,3,3.30,3.28
2026-08-08T20:00,140,swell_wave_direction,4,3,67.00,66.50
2026-08-08T21:00,141,swell_wave_height,4,3,0.50,0.50
2026-08-08T21:00,141,swell_wave_period,4,3,3.25,3.18
2026-08-08T21:00,141,swell_wave_direction,4,3,68.00,67.00
2026-08-08T22:00,142,swell_wave_height,4,3,0.50,0.50
2026-08-08T22:00,142,swell_wave_period,4,3,3.20,3.20
2026-08-08T22:00,142,swell_wave_direction,4,3,68.00,67.50
2026-08-08T23:00,143,swell_wave_height,4,3,0.50,0.50
2026-08-08T23:00,143,swell_wave_period,4,3,3.70,3.45
2026-08-08T23:00,143,swell_wave_direction,4,3,67.00,63.00
2026-08-09T00:00,144,swell_wave_height,4,3,0.52,0.51
2026-08-09T00:00,144,swell_wave_period,4,3,4.40,3.82
2026-08-09T00:00,144,swell_wave_direction,4,3,69.00,60.00
2026-08-09T01:00,145,swell_wave_height,4,3,0.52,0.51
2026-08-09T01:00,145,swell_wave_period,4,3,4.90,4.10
2026-08-09T01:00,145,swell_wave_direction,4,3,69.00,55.50
2026-08-09T02:00,146,swell_wave_height,4,3,0.50,0.49
2026-08-09T02:00,146,swell_wave_period,4,3,5.15,4.32
2026-08-09T02:00,146,swell_wave_direction,4,3,69.00,55.50
2026-08-09T03:00,147,swell_wave_height,4,3,0.52,0.51
2026-08-09T03:00,147,swell_wave_period,4,3,5.15,4.42
2026-08-09T03:00,147,swell_wave_direction,4,3,68.00,56.00
2026-08-09T04:00,148,swell_wave_height,4,3,0.50,0.49
2026-08-09T04:00,148,swell_wave_period,4,3,4.75,4.08
2026-08-09T04:00,148,swell_wave_direction,4,3,68.00,57.00
2026-08-09T05:00,149,swell_wave_height,4,3,0.46,0.45
2026-08-09T05:00,149,swell_wave_period,4,3,3.45,2.73
2026-08-09T05:00,149,swell_wave_direction,4,3,34.00,34.00
2026-08-09T06:00,150,swell_wave_height,4,3,0.42,0.41
2026-08-09T06:00,150,swell_wave_period,4,3,1.75,1.35
2026-08-09T06:00,150,swell_wave_direction,4,3,29.00,23.50
2026-08-09T07:00,151,swell_wave_height,4,3,0.38,0.37
2026-08-09T07:00,151,swell_wave_period,4,3,2.10,1.30
2026-08-09T07:00,151,swell_wave_direction,4,3,63.00,48.00
2026-08-09T08:00,152,swell_wave_height,4,3,0.38,0.37
2026-08-09T08:00,152,swell_wave_period,4,3,1.50,1.05
2026-08-09T08:00,152,swell_wave_direction,4,3,44.00,34.00
2026-08-09T09:00,153,swell_wave_height,4,3,0.36,0.35
2026-08-09T09:00,153,swell_wave_period,4,3,1.30,1.10
2026-08-09T09:00,153,swell_wave_direction,4,3,27.00,21.50
2026-08-09T10:00,154,swell_wave_height,4,3,0.36,0.35
2026-08-09T10:00,154,swell_wave_period,4,3,1.90,1.85
2026-08-09T10:00,154,swell_wave_direction,4,3,15.00,15.00
2026-08-09T11:00,155,swell_wave_height,4,3,0.34,0.33
2026-08-09T11:00,155,swell_wave_period,4,3,2.00,1.90
2026-08-09T11:00,155,swell_wave_direction,4,3,15.00,15.00
2026-08-09T12:00,156,swell_wave_height,4,3,0.34,0.33
2026-08-09T12:00,156,swell_wave_period,4,3,1.75,1.70
2026-08-09T12:00,156,swell_wave_direction,4,3,15.00,15.00
2026-08-09T13:00,157,swell_wave_height,4,3,0.32,0.31
2026-08-09T13:00,157,swell_wave_period,4,3,1.50,1.50
2026-08-09T13:00,157,swell_wave_direction,4,3,15.00,15.00
2026-08-09T14:00,158,swell_wave_height,4,3,0.32,0.31
2026-08-09T14:00,158,swell_wave_period,4,3,1.45,1.45
2026-08-09T14:00,158,swell_wave_direction,4,3,15.00,15.00
2026-08-09T15:00,159,swell_wave_height,4,3,0.28,0.27
2026-08-09T15:00,159,swell_wave_period,4,3,1.40,1.40
2026-08-09T15:00,159,swell_wave_direction,4,3,16.00,16.00
2026-08-09T16:00,160,swell_wave_height,4,3,0.28,0.27
2026-08-09T16:00,160,swell_wave_period,4,3,1.40,1.40
2026-08-09T16:00,160,swell_wave_direction,4,3,16.00,16.00
2026-08-09T17:00,161,swell_wave_height,4,3,0.28,0.27
2026-08-09T17:00,161,swell_wave_period,4,3,1.50,1.50
2026-08-09T17:00,161,swell_wave_direction,4,3,16.00,16.00
2026-08-09T18:00,162,swell_wave_height,4,3,0.26,0.25
2026-08-09T18:00,162,swell_wave_period,4,3,1.55,1.53
2026-08-09T18:00,162,swell_wave_direction,4,3,17.00,17.00
2026-08-09T19:00,163,swell_wave_height,4,3,0.26,0.25
2026-08-09T19:00,163,swell_wave_period,4,3,1.35,1.35
2026-08-09T19:00,163,swell_wave_direction,4,3,17.00,17.00
2026-08-09T20:00,164,swell_wave_height,4,3,0.26,0.25
2026-08-09T20:00,164,swell_wave_period,4,3,0.65,0.65
2026-08-09T20:00,164,swell_wave_direction,4,3,15.00,14.50
2026-08-09T21:00,165,swell_wave_height,4,3,0.26,0.25
2026-08-09T21:00,165,swell_wave_period,4,3,0.45,0.45
2026-08-09T21:00,165,swell_wave_direction,4,3,36.00,36.00
2026-08-09T22:00,166,swell_wave_height,4,3,0.26,0.25
2026-08-09T22:00,166,swell_wave_period,4,3,1.20,1.20
2026-08-09T22:00,166,swell_wave_direction,4,3,58.00,58.00
2026-08-09T23:00,167,swell_wave_height,4,3,0.26,0.25
2026-08-09T23:00,167,swell_wave_period,4,3,1.40,1.38
2026-08-09T23:00,167,swell_wave_direction,4,3,58.00,58.00
